COUNTY,TX_SIGNED_HIGHWAY_RDBD_ID,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Collin,US0075 L,87.06,90.97,3.54,64368.8,744.33
Collin,US0075 R,83.04,89.02,3.42,64440.47,748.84
Collin,US0075 X,75.26,87.52,3.0,10629.24,511.95
Collin,US0380 K,93.85,95.79,3.48,20628.35,1586.93
Collin,US0380 L,74.68,80.49,3.18,16065.04,2193.5
Collin,US0380 R,74.03,80.48,3.23,16021.04,2183.75
Colorado,IH0010 R,99.0,100.0,3.25,19916.0,220.0
Colorado,SH0071 R,74.34,86.11,3.1,4485.5,804.06
Comal,FM0306 L,59.36,99.55,2.56,8845.99,1395.9
Comal,FM0306 R,73.29,93.95,2.89,8848.39,1398.28
Comal,IH0035 L,100.0,100.0,3.99,56459.0,3246.0
Comal,IH0035 R,100.0,100.0,3.95,56459.0,3155.0
Concho,US0083 K,78.5,99.83,3.02,3474.17,113.67
Concho,US0083 L,100.0,100.0,3.63,2202.67,51.67
Concho,US0083 R,25.0,100.0,1.3,2153.0,57.0
Cooke,FM0051 L,12.62,36.85,1.42,7083.71,394.77
Cooke,FM0051 R,11.81,28.23,1.8,7035.36,316.98
Cooke,FM0372 K,22.0,100.0,1.71,8475.0,41.0
Cooke,FM3002 K,,,2.66,2672.0,99.0
Cooke,IH0035 A,39.28,46.02,2.6,4416.12,668.22
Cooke,IH0035 L,94.51,97.7,3.38,18363.13,1061.35
Cooke,IH0035 R,92.38,93.31,3.69,18390.35,1071.97
Cooke,IH0035 X,34.87,39.38,2.51,3742.83,727.24
Cooke,US0082 L,31.27,69.7,1.88,8397.32,1485.15
Cooke,US0082 R,30.79,64.14,2.11,12344.54,2123.49
Coryell,BU0190EK,43.75,100.0,2.2,10385.25,14.25
Coryell,SH0009 L,100.0,100.0,4.31,20207.0,0.0
Coryell,SH0009 R,100.0,100.0,4.36,20207.0,0.0
Coryell,US0190 K,33.25,69.75,2.12,16368.25,
Culberson,IH0010 L,100.0,100.0,3.48,7672.0,1368.0
Dallam,US0054 K,64.8,100.0,2.51,5862.51,8142.53
Dallam,US0087 K,86.61,95.5,3.03,14951.95,4582.62
Dallam,US0087 L,23.33,59.47,1.74,6002.59,1575.15
Dallam,US0087 R,8.83,49.62,0.96,6000.56,1613.13
Dallas,BI0045JK,75.96,99.99,2.64,3106.35,12.71
Dallas,BS0066DK,42.09,100.0,2.18,5009.09,225.36
Dallas,BS0066DL,0.0,100.0,0.0,3800.0,113.0
Dallas,BS0066DR,0.0,100.0,0.0,3800.0,113.0
Dallas,BS0121HL,66.9,100.0,2.27,44617.28,1173.72
Dallas,BS0121HR,35.26,87.28,1.59,44300.98,1173.72
Dallas,FM1382 K,67.14,98.78,2.42,29130.13,799.87
Dallas,FM1382 L,82.31,94.78,3.02,11025.97,2491.61
Dallas,FM1382 R,80.56,92.45,2.99,10987.73,2510.85
Dallas,IH0020 A,72.63,88.24,2.59,1996.01,2618.54
Dallas,IH0020 L,71.78,78.03,3.23,40514.92,1380.35
Dallas,IH0020 R,75.88,83.55,3.18,41165.7,1400.01
Dallas,IH0020 X,70.49,86.56,2.64,2428.49,2903.12
Dallas,IH0030 A,59.78,83.49,2.35,5748.99,2305.03
Dallas,IH0030 L,88.04,93.06,3.35,64129.62,2176.38
Dallas,IH0030 R,86.21,92.55,3.28,64539.09,2173.31
Dallas,IH0030 X,58.57,81.62,2.38,6120.53,1976.01
Dallas,IH0035EA,61.35,82.07,2.37,5878.5,1656.64
Dallas,IH0035EL,75.29,84.29,3.19,55667.83,1603.46
Dallas,IH0035ER,78.23,87.24,3.22,55941.67,1736.71
Dallas,IH0035EX,59.27,77.54,2.35,5626.27,1881.27
Dallas,IH0045 A,46.9,65.97,2.38,3244.19,3196.83
Dallas,IH0045 L,78.42,88.65,3.14,31467.91,2490.32
Dallas,IH0045 R,81.92,90.58,3.26,31341.85,2493.58
Dallas,IH0045 X,48.76,72.05,2.06,3547.79,2965.11
Dallas,IH0345 A,14.25,80.86,0.98,5717.56,1910.88
Dallas,IH0345 L,39.9,89.19,1.96,81253.91,3395.99
Dallas,IH0345 R,31.58,82.97,1.67,80837.49,3209.5
Dallas,IH0345 X,7.84,70.08,0.96,9019.99,3493.36
Dallas,IH0635 A,43.49,71.74,2.11,9206.05,2850.65
Dallas,IH0635 L,76.93,85.0,3.24,85329.59,3292.78
Dallas,IH0635 R,77.94,86.99,3.22,84913.4,3307.74
Dallas,IH0635 X,42.89,73.61,2.09,9899.19,2850.66
Dallas,PA1811 L,1.38,82.14,0.12,8670.34,0.0
Dallas,PA1811 R,4.57,96.39,0.32,8678.46,0.0
Dallas,SH0066 K,60.32,97.26,2.48,18639.44,4621.26
Dallas,SH0066 L,13.7,95.19,0.66,9606.83,106.7
Dallas,SH0066 R,9.38,72.54,1.1,9502.72,106.69
Dallas,SH0078 K,96.2,100.0,3.41,14625.29,123.92
Dallas,SH0078 L,54.0,72.2,2.64,14710.53,1717.34
Dallas,SH0078 R,61.19,72.53,2.91,14642.67,1696.87
Dallas,SH0114 A,69.14,86.07,2.64,5881.87,2305.04
Dallas,SH0114 L,80.05,91.3,3.21,38610.98,1511.68
Dallas,SH0114 R,80.46,89.24,3.27,40185.44,1803.46
Dallas,SH0114 X,70.48,93.17,2.58,5907.58,2271.82
Dallas,SH0121 A,77.56,94.76,2.75,9233.19,4.73
Dallas,SH0121 K,99.42,100.0,3.71,48750.0,33.33
Dallas,SH0121 L,82.98,94.72,3.21,42265.76,122.86
Dallas,SH0121 R,80.01,94.95,3.06,42727.07,118.47
Dallas,SH0121 X,72.67,89.59,2.75,8443.3,258.31
Dallas,SH0161 A,50.13,85.57,2.19,12475.94,7680.28
Dallas,SH0161 L,57.24,89.2,2.55,26427.85,1598.5
Dallas,SH0161 R,72.05,94.26,2.88,27318.43,1690.79
Dallas,SH0161 X,24.13,71.21,1.67,16654.63,7709.08
Dallas,SH0180 K,3.01,57.24,0.78,8824.71,4086.19
Dallas,SH0180 L,64.91,86.49,2.55,9607.27,1429.11
Dallas,SH0180 R,31.26,84.09,1.73,8617.89,694.49
Dallas,SH0183 A,50.69,88.3,2.18,7628.25,2169.17
Dallas,SH0183 L,75.38,90.1,3.01,68257.61,2119.23
Dallas,SH0183 R,79.23,92.0,2.99,67883.06,2634.59
Dallas,SH0183 X,34.0,74.06,2.17,13346.09,1248.88
Dallas,SH0190 A,40.77,99.77,1.13,363.0,67.42
Dallas,SH0190 L,10.63,86.02,0.81,38363.99,4.8
Dallas,SH0190 R,64.98,100.0,2.22,38363.99,4.8
Dallas,SH0190 X,3.38,99.54,0.12,389.27,67.61
Dallas,SH0289 K,64.19,80.3,2.39,50977.27,569.62
Dallas,SH0289 L,33.16,50.27,2.51,22480.78,3162.74
Dallas,SH0289 R,29.55,50.18,2.37,22430.95,3090.81
Dallas,SH0310 A,18.72,90.76,0.7,959.19,551.85
Dallas,SH0310 L,12.92,15.18,0.55,4386.82,1962.85
Dallas,SH0310 R,16.81,18.73,3.89,4383.2,1461.15
Dallas,SH0310 X,25.82,99.89,0.76,1544.64,375.15
Dallas,SH0342 K,61.44,84.18,2.67,8071.53,4849.29
Dallas,SH0342 L,12.09,21.55,2.44,8293.18,631.0
Dallas,SH0342 R,16.83,33.35,2.17,8291.55,631.2
Dallas,SH0352 K,51.26,95.47,2.38,18388.94,2033.13
Dallas,SH0352 L,45.02,81.08,2.38,9169.67,761.94
Dallas,SH0352 R,37.42,68.15,2.42,9033.5,696.33
Dallas,SH0356 A,18.86,92.26,0.69,1272.57,0.51
Dallas,SH0356 L,61.25,99.76,2.41,8396.27,3.66
Dallas,SH0356 R,47.29,99.2,2.18,8396.28,4.22
Dallas,SH0356 X,22.99,70.82,0.79,712.86,147.45
Dallas,SL0012 A,37.24,69.39,2.02,6506.88,1346.81
Dallas,SL0012 L,12.28,32.45,1.48,11460.83,70.29
Dallas,SL0012 R,21.43,38.96,2.21,11741.68,85.0
Dallas,SL0012 X,35.85,71.11,1.98,6448.61,1414.23
Dallas,SL0354 L,1.95,87.5,0.36,10490.35,7.83
Dallas,SL0354 R,34.0,99.85,1.65,10574.95,7.86
Dallas,SS0244 L,24.9,37.7,2.44,15361.14,84.25
Dallas,SS0244 R,31.86,46.91,2.61,15351.11,83.26
Dallas,SS0303 L,65.95,82.78,2.69,7683.25,133.21
Dallas,SS0303 R,50.65,72.64,2.45,7586.46,254.87
Dallas,SS0348 A,66.38,94.62,2.26,4139.94,2119.64
Dallas,SS0348 L,29.04,99.85,1.22,13117.92,4.89
Dallas,SS0348 R,36.12,94.3,2.1,13107.72,5.16
Dallas,SS0348 X,70.64,95.44,2.11,2699.27,2171.36
Dallas,SS0366 A,4.14,46.58,0.78,8716.85,2257.05
Dallas,SS0366 L,74.04,99.81,2.42,72780.34,28.82
Dallas,SS0366 R,71.6,99.83,2.35,72777.48,31.19
Dallas,SS0366 X,4.44,53.73,0.83,9052.41,2575.32
Dallas,SS0408 L,33.0,99.34,1.33,40049.26,40.47
Dallas,SS0408 R,79.27,98.89,3.02,40041.7,41.21
Dallas,SS0482 A,14.58,35.15,2.12,7895.14,4409.99
Dallas,SS0482 L,61.35,86.65,2.61,17586.44,1604.35
Dallas,SS0482 R,59.99,97.48,2.43,17559.13,2591.18
Dallas,SS0482 X,7.02,22.03,1.9,8272.14,4493.15
Dallas,US0067 A,49.38,60.79,2.68,3508.16,1928.71
Dallas,US0067 L,82.8,90.36,3.29,34142.84,1513.6
Dallas,US0067 R,82.54,91.29,3.17,33936.38,1511.25
Dallas,US0067 X,44.67,52.97,2.82,4062.87,1675.15
Dallas,US0075 A,57.27,91.18,2.39,14775.6,903.55
Dallas,US0075 L,86.99,95.14,3.16,106450.38,877.75
Dallas,US0075 R,87.89,97.24,3.1,106059.04,868.7
Dallas,US0075 X,54.43,91.62,2.31,15471.04,897.44
Dallas,US0080 A,71.82,82.21,2.82,3655.44,1343.36
Dallas,US0080 L,43.43,88.89,1.94,30281.69,1256.75
Dallas,US0080 R,50.15,94.12,2.33,30242.54,1311.72
Dallas,US0080 X,49.39,97.46,1.8,4522.42,400.55
Dallas,US0175 A,43.41,57.6,2.2,1708.09,2600.36
Dallas,US0175 L,35.22,45.64,2.74,26010.86,2659.0
Dallas,US0175 R,87.14,98.01,3.06,33215.85,13747.38
Dallas,US0175 X,43.04,60.41,2.2,2248.31,2350.09
Deaf Smith,FM1259 K,0.0,100.0,0.0,2163.0,3.0
Deaf Smith,IH0040 L,75.15,86.08,3.41,6206.95,701.69
Deaf Smith,IH0040 R,81.34,88.78,3.69,6204.97,691.92
Deaf Smith,US0385 K,44.74,92.14,2.25,10139.27,3593.89
Delta,SH0019 L,78.85,87.03,3.15,3616.56,2785.63
Delta,SH0019 R,73.8,91.43,2.88,3644.8,3029.92
Delta,SH0024 L,48.5,51.0,3.18,2100.25,
Denton,BS0114KK,32.0,56.0,2.45,5311.0,150.0
Denton,BS0121HL,42.75,45.02,3.2,17338.68,225.64
Denton,BS0121HR,96.72,97.5,3.54,17343.64,223.08
Denton,BS0121HX,,72.0,2.38,6042.0,4.0
Denton,FM0156 K,99.95,99.95,4.26,11949.28,206.4
Denton,FM0156 L,100.0,100.0,4.26,5817.89,57.54
Denton,FM0156 R,100.0,100.0,3.92,5818.89,57.54
Denton,FM0407 K,76.73,87.25,3.38,17550.84,711.93
Denton,FM0407 L,69.13,96.77,2.78,11205.35,507.78
Denton,FM0407 R,55.3,92.02,2.52,11165.02,517.1
Denton,FM0423 K,90.91,96.45,3.39,21702.82,1668.59
Denton,FM0423 L,86.35,90.26,3.55,17270.73,656.27
Denton,FM0423 R,93.02,96.51,3.48,17178.47,652.27
Denton,FM0426 K,2.55,59.15,0.33,13880.3,24.96
Denton,FM0428 K,1.25,73.0,0.82,9149.0,11.5
Denton,FM0544 K,54.11,93.32,2.02,14129.39,15.63
Denton,FM0544 L,77.51,91.51,2.92,5326.67,475.85
Denton,FM0544 R,73.82,95.52,2.64,5329.62,475.46
Denton,FM0720 K,80.07,93.61,3.09,16404.43,836.78
Denton,FM0720 L,83.39,97.52,3.04,11802.6,19.5
Denton,FM0720 R,79.01,95.63,2.92,11656.36,20.15
Denton,FM1171 K,91.86,98.14,3.33,13947.56,1581.88
Denton,FM1171 L,83.95,95.84,3.11,14838.05,300.25
Denton,FM1171 R,78.94,97.53,2.96,14774.86,300.48
Denton,FM1515 K,14.54,32.36,2.2,10889.08,2406.1
Denton,FM1830 K,48.0,100.0,2.3,8159.5,310.5
Denton,FM2181 K,96.66,99.33,3.2,15602.74,40.6
Denton,FM2181 L,19.86,95.95,0.88,10678.79,6.81
Denton,FM2181 R,73.54,99.82,2.55,10675.47,7.86
Denton,FM2281 K,0.75,99.56,0.04,7055.96,0.0
Denton,FM2281 L,5.97,99.9,0.34,5380.89,7.56
Denton,FM2281 R,8.47,99.92,0.52,5381.12,7.62
Denton,FM2449 K,56.83,56.83,2.37,113.0,4130.8
Denton,FM2499 K,91.08,99.53,3.17,23337.78,95.84
Denton,FM2499 L,93.76,99.38,3.44,13909.75,389.76
Denton,FM2499 R,94.92,99.45,3.45,13901.88,389.58
Denton,FM2934 K,95.55,100.0,3.38,13757.95,25.0
Denton,FM2934 L,93.74,97.31,3.4,13088.02,19.24
Denton,FM2934 R,89.83,95.13,3.21,13088.47,19.24
Denton,FM3040 K,82.35,98.97,2.94,29579.83,10858.7
Denton,FM3040 L,79.95,95.07,3.0,14633.36,556.04
Denton,FM3040 R,80.76,94.92,3.18,14632.39,552.44
Denton,FM3504 K,0.18,82.2,0.01,7814.47,0.0
Denton,IH0035 A,31.4,35.4,2.7,2982.62,2871.76
Denton,IH0035 L,93.94,99.1,3.46,23336.39,2455.9
Denton,IH0035 R,90.5,95.0,3.4,23337.37,2456.46
Denton,IH0035 X,23.02,26.12,2.7,2841.84,2796.54
Denton,IH0035EA,47.27,64.49,2.43,5514.31,650.42
Denton,IH0035EL,82.85,85.8,3.45,55046.3,404.23
Denton,IH0035ER,84.17,89.38,3.31,54558.4,489.73
Denton,IH0035EX,44.4,70.58,2.37,6632.08,709.95
Denton,IH0035WA,73.77,99.05,2.58,6426.77,1171.92
Denton,IH0035WL,75.48,78.15,3.33,10904.12,920.51
Denton,IH0035WR,70.71,74.68,3.29,11270.76,949.4
Denton,IH0035WX,60.6,92.83,2.06,4562.53,688.25
Denton,PA1814 L,60.46,99.98,2.55,7520.11,0.0
Denton,PA1814 R,60.98,96.93,2.62,7520.11,0.0
Denton,SH0114 A,59.85,85.94,2.3,4382.3,902.94
Denton,SH0114 K,93.26,94.61,3.77,19929.71,932.89
Denton,SH0114 L,92.43,95.98,3.54,17803.33,572.6
Denton,SH0114 R,84.53,90.63,3.37,18935.03,691.48
Denton,SH0114 X,69.15,92.21,2.46,4799.69,630.42
Denton,SH0121 A,79.04,96.92,2.91,14790.75,21.41
Denton,SH0121 K,89.12,98.18,3.33,44071.43,137.95
Denton,SH0121 L,82.03,92.59,3.3,27798.37,53.03
Denton,SH0121 R,78.47,93.32,3.2,27737.54,61.18
Denton,SH0121 X,72.96,92.29,2.9,15640.62,21.3
Denton,SH0170 A,71.08,79.76,3.26,16088.69,181.35
Denton,SH0170 L,79.34,89.1,3.14,15019.0,209.58
Denton,SH0170 R,73.64,84.33,3.06,14741.07,213.51
Denton,SH0170 X,57.98,68.27,2.96,11067.81,203.61
Denton,SH0190 A,89.58,94.98,3.27,7342.07,
Denton,SH0190 X,66.44,88.65,2.75,8321.12,
Denton,SL0118 K,0.02,100.0,0.0,4247.46,1.99
Denton,SL0288 K,96.27,100.0,3.64,18587.88,0.0
Denton,SL0288 L,95.36,99.0,3.24,6003.83,38.94
Denton,SL0288 R,83.97,99.81,2.95,6003.72,38.85
Denton,US0077 K,2.5,20.07,1.52,17037.65,524.77
Denton,US0077 L,84.22,99.49,2.87,4544.51,26.98
Denton,US0077 R,79.29,99.66,2.64,4539.39,27.14
Denton,US0377 K,84.48,96.4,3.03,23652.55,293.92
Denton,US0377 L,75.95,98.39,2.94,11303.55,161.02
Denton,US0377 R,77.52,98.92,2.84,11260.18,159.56
Denton,US0380 K,94.45,98.24,3.4,30767.3,738.27
Denton,US0380 L,45.52,54.29,2.66,12250.66,488.64
Denton,US0380 R,51.95,61.49,2.85,11841.04,440.21
Dewitt,SH0111 K,55.0,100.0,2.44,5871.0,52297.0
Donley,IH0040 L,0.0,100.0,0.0,6550.0,156.0
Donley,IH0040 R,64.39,80.4,2.77,6474.09,1921.69
Donley,US0287 K,100.0,100.0,3.58,11160.03,1585.86
Eastland,IH0020 A,100.0,100.0,3.78,25.0,1379.63
Eastland,IH0020 L,100.0,100.0,4.09,11321.83,942.23
Eastland,IH0020 R,97.35,98.34,4.26,10608.9,729.61
Ector,BI0020EK,23.3,38.99,2.33,19338.2,2474.63
Ector,FM1882 L,2.17,27.37,1.0,6680.06,349.39
Ector,FM1882 R,2.11,39.08,0.89,6680.06,349.39
Ector,FM2227 L,4.0,31.2,1.34,4870.0,0.0
Ector,FM2227 R,6.2,36.8,1.38,4870.0,0.0
Ector,US0385 L,32.0,67.0,2.3,6000.0,139.0
Ector,US0385 R,30.0,78.0,2.1,6000.0,139.0
Edwards,RM0335 K,46.0,100.0,1.3,74.0,79.0
Edwards,US0377 K,83.79,86.68,2.86,2572.49,1341.82
El Paso,FM0076 K,92.53,99.4,3.2,18372.05,1128.18
El Paso,FM0076 L,85.01,95.96,3.05,10472.33,977.87
El Paso,FM0076 R,81.81,94.85,3.0,10490.93,994.39
El Paso,FM0659 K,40.36,100.0,1.55,10164.41,0.93
El Paso,FM0659 L,83.46,97.4,2.87,10361.8,6629.52
El Paso,FM0659 R,88.94,96.05,3.24,10364.72,6520.33
El Paso,FM1110 K,41.5,100.0,2.15,13669.0,955.0
El Paso,FM1281 K,58.36,96.78,2.51,33738.47,2826.54
El Paso,FM1905 K,23.4,93.24,1.59,11905.46,1115.67
El Paso,FM2316 L,22.0,100.0,1.7,13113.0,
El Paso,FM2529 R,72.0,100.0,2.71,4266.5,86.0
El Paso,FM3255 L,77.41,84.01,2.98,3628.08,1027.33
El Paso,FM3255 R,92.23,97.79,3.11,3475.93,862.11
El Paso,IH0010 A,67.62,91.72,2.83,17474.13,2203.29
El Paso,IH0010 L,91.23,93.72,3.65,36567.62,1607.06
El Paso,IH0010 R,89.4,92.23,3.62,36597.07,1608.03
El Paso,IH0010 X,70.48,87.73,3.07,17206.42,2021.09
El Paso,IH0110 A,25.29,98.0,1.18,6166.72,557.81
El Paso,IH0110 L,57.57,90.65,2.31,16945.04,1077.56
El Paso,IH0110 R,46.75,93.78,2.06,16254.27,1001.33
El Paso,IH0110 X,57.87,97.94,1.94,4358.51,959.9
El Paso,PA2401 K,78.43,83.96,3.11,16216.42,
El Paso,SH0020 A,83.17,100.0,2.9,5045.5,184.5
El Paso,SH0020 K,52.33,94.11,2.4,23169.68,2838.32
El Paso,SH0020 L,65.6,99.58,2.33,5500.93,685.43
El Paso,SH0020 R,66.5,97.6,2.32,5507.44,687.83
El Paso,SH0178 A,87.38,99.31,3.06,3117.42,221.82
El Paso,SH0178 L,94.09,99.39,3.68,6440.63,236.84
El Paso,SH0178 R,90.3,99.53,3.54,6435.33,236.87
El Paso,SH0178 X,88.08,98.47,3.1,1312.37,195.73
El Paso,SL0375 A,69.42,93.27,2.72,8504.02,1393.39
El Paso,SL0375 L,95.2,95.92,4.0,18028.06,1255.43
El Paso,SL0375 R,89.66,97.55,3.72,18001.76,1268.45
El Paso,SL0375 X,68.48,98.01,2.57,8479.31,254.88
El Paso,SS0006 L,93.0,100.0,2.56,1150.0,62.0
El Paso,SS0006 R,88.0,100.0,2.46,1150.0,62.0
El Paso,SS0601 L,57.24,99.83,2.35,9857.03,99.35
El Paso,SS0601 R,55.69,99.82,2.65,9697.95,99.09
El Paso,SS1966 K,33.5,100.0,1.75,5316.5,
El Paso,US0054 A,89.5,97.98,3.33,7937.99,473.24
El Paso,US0054 L,91.18,93.71,3.4,24743.94,593.26
El Paso,US0054 R,92.1,93.79,3.46,24733.59,599.18
El Paso,US0054 X,91.05,97.21,3.42,8630.72,393.81
El Paso,US0062 K,15.5,58.5,1.5,4156.5,940.5
El Paso,US0062 L,60.25,97.04,2.55,10973.69,829.56
El Paso,US0062 R,58.96,95.71,2.46,8950.22,1080.98
El Paso,US0085 L,36.18,92.35,1.34,7041.88,18.09
El Paso,US0085 R,5.15,99.92,0.65,7027.36,11.49
Ellis,BI0045GK,62.16,99.88,2.53,5092.8,776.71
Ellis,BI0045GL,65.8,94.81,2.02,2538.09,1218.1
Ellis,BU0287QL,32.53,98.47,1.29,7582.48,494.86
Ellis,BU0287QR,23.34,100.0,1.05,7886.5,536.19
Ellis,BU0287RK,50.22,76.11,2.63,5588.89,274.62
Ellis,FM0066 K,3.33,12.0,1.35,1045.07,1388.0
Ellis,FM0660 K,58.0,97.43,1.96,983.67,893.65
Ellis,FM0664 K,4.46,82.74,0.41,6117.39,1102.79
Ellis,FM0813 K,56.41,90.21,2.55,9566.0,2945.79
Ellis,FM0813 L,19.0,100.0,1.6,6089.0,95.0
Ellis,FM1183 K,11.0,86.84,0.84,1065.09,46.23
Ellis,FM1387 K,100.0,100.0,3.6,4764.67,11049.0
Ellis,IH0035EA,53.05,65.85,2.25,931.49,854.6
Ellis,IH0035EL,97.04,97.64,3.96,21299.23,902.42
Ellis,IH0035ER,96.47,97.47,3.85,21529.55,904.16
Ellis,IH0035EX,58.17,61.47,2.85,540.22,416.86
Ellis,IH0045 A,36.04,46.09,2.12,856.14,1284.64
Ellis,IH0045 L,98.8,99.3,4.0,19264.46,1241.56
Ellis,IH0045 R,96.41,97.57,3.85,18973.44,1217.67
Ellis,IH0045 X,27.74,42.53,1.89,1065.26,1618.79
Ellis,SH0034 K,1.27,23.23,1.36,6227.17,58.93
Ellis,SH0034 L,0.0,75.4,0.0,3300.0,63.25
Ellis,SH0034 R,8.67,69.5,0.38,3291.67,138.0
Ellis,SH0360 K,81.1,95.83,3.12,17446.61,399.94
Ellis,SH0360 L,100.0,100.0,4.26,4607.0,
Ellis,SH0360 R,100.0,100.0,4.04,4606.19,
Ellis,SS0437 K,25.56,49.52,2.31,6637.92,4748.22
Ellis,US0067 L,97.72,97.81,3.58,14068.74,2315.94
Ellis,US0067 R,97.51,98.25,3.68,14259.78,2437.5
Ellis,US0077 K,34.17,58.57,2.21,22218.95,2426.94
Ellis,US0077 R,28.0,42.0,2.53,7933.33,
Ellis,US0287 A,98.29,98.29,3.34,492.78,1419.51
Ellis,US0287 R,100.0,100.0,3.5,7921.0,648.0
Ellis,US0287 X,87.9,99.58,2.61,2357.02,1769.78
Erath,IH0020 L,84.05,84.78,3.88,9486.78,186.28
Erath,IH0020 R,92.21,93.18,3.66,9446.99,205.6
Falls,IH0035 L,92.23,92.23,3.8,35247.16,
